date,unix_timestamp,tempreature,humidity,hour,day_of_week,month,year,tempreature_lag1,humidity_lag1,N,Fan_actuator,Watering_plant_pump,Water_pump_actuator,water_level,time_difference_minutes
2023-11-27 10:41:00,1701081660,20,66,10,0,11,2023,22.0,68.0,185,0,0,0,100,5.0
2023-11-27 10:46:00,1701081960,20,68,10,0,11,2023,20.0,66.0,185,0,0,0,100,5.0
2023-11-27 10:51:00,1701082260,20,67,10,0,11,2023,20.0,68.0,185,0,0,0,100,5.0
2023-11-27 10:56:00,1701082560,20,66,10,0,11,2023,20.0,67.0,185,0,0,0,100,5.0
2023-11-27 11:01:00,1701082860,20,66,11,0,11,2023,20.0,66.0,185,0,0,0,100,5.0
2023-11-27 11:06:00,1701083160,20,65,11,0,11,2023,20.0,66.0,185,0,0,0,100,5.0
2023-11-27 11:11:00,1701083460,20,66,11,0,11,2023,20.0,65.0,185,0,0,0,100,5.0
2023-11-27 11:16:00,1701083760,20,63,11,0,11,2023,20.0,66.0,185,0,0,0,100,5.0
2023-11-27 11:21:00,1701084060,20,66,11,0,11,2023,20.0,63.0,185,0,0,0,100,5.0
2023-11-27 11:26:00,1701084360,20,64,11,0,11,2023,20.0,66.0,185,0,0,0,100,5.0
2023-11-27 11:31:00,1701084660,20,67,11,0,11,2023,20.0,64.0,185,0,0,0,100,5.0
2023-11-27 11:36:00,1701084960,20,67,11,0,11,2023,20.0,67.0,185,0,0,0,100,5.0
2023-11-27 11:41:00,1701085260,19,64,11,0,11,2023,20.0,67.0,185,0,0,0,100,5.0
2023-11-27 11:46:00,1701085560,19,66,11,0,11,2023,19.0,64.0,185,0,0,0,100,5.0
2023-11-27 11:51:00,1701085860,19,66,11,0,11,2023,19.0,66.0,185,0,0,0,100,5.0
2023-11-27 11:56:00,1701086160,19,65,11,0,11,2023,19.0,66.0,185,0,0,0,100,5.0
2023-11-27 12:01:00,1701086460,19,65,12,0,11,2023,19.0,65.0,185,0,0,0,100,5.0
2023-11-27 12:06:00,1701086760,19,66,12,0,11,2023,19.0,65.0,185,0,0,0,100,5.0
2023-11-27 12:11:00,1701087060,19,67,12,0,11,2023,19.0,66.0,185,0,0,0,100,5.0
2023-11-27 12:16:00,1701087360,19,65,12,0,11,2023,19.0,67.0,185,0,0,0,100,5.0
2023-11-27 12:21:00,1701087660,19,65,12,0,11,2023,19.0,65.0,185,0,0,0,100,5.0
2023-11-27 12:26:00,1701087960,19,65,12,0,11,2023,19.0,65.0,185,0,0,0,100,5.0
2023-11-27 12:31:00,1701088260,19,65,12,0,11,2023,19.0,65.0,185,0,0,0,100,5.0
2023-11-27 12:36:00,1701088560,19,65,12,0,11,2023,19.0,65.0,185,0,0,0,100,5.0
2023-11-27 12:41:00,1701088860,19,67,12,0,11,2023,19.0,65.0,185,0,0,0,100,5.0
2023-11-27 12:46:00,1701089160,19,64,12,0,11,2023,19.0,67.0,185,0,0,0,100,5.0
2023-11-27 12:51:00,1701089460,19,66,12,0,11,2023,19.0,64.0,185,0,0,0,100,5.0
2023-11-27 12:56:00,1701089760,19,68,12,0,11,2023,19.0,66.0,185,0,0,0,100,5.0
2023-11-27 13:01:00,1701090060,19,66,13,0,11,2023,19.0,68.0,185,0,0,0,100,5.0
2023-11-27 13:06:00,1701090360,18,67,13,0,11,2023,19.0,66.0,185,0,0,0,100,5.0
2023-11-27 13:11:00,1701090660,18,65,13,0,11,2023,18.0,67.0,185,0,0,0,100,5.0
2023-11-27 13:16:00,1701090960,18,66,13,0,11,2023,18.0,65.0,185,0,0,0,100,5.0
2023-11-27 13:21:00,1701091260,18,64,13,0,11,2023,18.0,66.0,185,0,0,0,100,5.0
2023-11-27 13:26:00,1701091560,18,65,13,0,11,2023,18.0,64.0,185,0,0,0,100,5.0
2023-11-27 13:31:00,1701091860,17,66,13,0,11,2023,18.0,65.0,185,0,0,0,100,5.0
2023-11-27 13:36:00,1701092160,17,65,13,0,11,2023,17.0,66.0,185,0,0,0,100,5.0
2023-11-27 13:41:00,1701092460,17,66,13,0,11,2023,17.0,65.0,185,0,0,0,100,5.0
2023-11-27 13:46:00,1701092760,17,67,13,0,11,2023,17.0,66.0,185,0,0,0,100,5.0
2023-11-27 13:51:00,1701093060,17,64,13,0,11,2023,17.0,67.0,185,0,0,0,100,5.0
2023-11-27 13:56:00,1701093360,17,63,13,0,11,2023,17.0,64.0,185,0,0,0,100,5.0
2023-11-27 14:01:00,1701093660,17,66,14,0,11,2023,17.0,63.0,185,0,0,0,100,5.0
2023-11-27 14:06:00,1701093960,17,64,14,0,11,2023,17.0,66.0,185,0,0,0,100,5.0
2023-11-27 14:11:00,1701094260,17,67,14,0,11,2023,17.0,64.0,185,0,0,0,100,5.0
2023-11-27 14:16:00,1701094560,17,64,14,0,11,2023,17.0,67.0,185,0,0,0,100,5.0
2023-11-27 14:21:00,1701094860,17,66,14,0,11,2023,17.0,64.0,185,0,0,0,100,5.0
2023-11-27 14:26:00,1701095160,17,65,14,0,11,2023,17.0,66.0,185,0,0,0,100,5.0
2023-11-27 14:31:00,1701095460,16,66,14,0,11,2023,17.0,65.0,185,0,0,0,100,5.0
2023-11-27 14:36:00,1701095760,15,58,14,0,11,2023,16.0,66.0,185,0,0,0,100,5.0
2023-11-27 14:41:00,1701096060,15,63,14,0,11,2023,15.0,58.0,185,0,0,0,100,5.0
2023-11-27 14:46:00,1701096360,15,69,14,0,11,2023,15.0,63.0,185,0,0,0,100,5.0
2023-11-27 14:51:00,1701096660,15,66,14,0,11,2023,15.0,69.0,185,0,0,0,100,5.0
2023-11-27 14:56:00,1701096960,16,65,14,0,11,2023,15.0,66.0,185,0,0,0,100,5.0
2023-11-27 15:01:00,1701097260,15,63,15,0,11,2023,16.0,65.0,185,0,0,0,100,5.0
2023-11-27 15:06:00,1701097560,14,66,15,0,11,2023,15.0,63.0,185,0,0,0,100,5.0
2023-11-27 15:11:00,1701097860,14,66,15,0,11,2023,14.0,66.0,185,0,0,0,100,5.0
2023-11-27 15:16:00,1701098160,14,65,15,0,11,2023,14.0,66.0,185,0,0,0,100,5.0
2023-11-27 15:21:00,1701098460,14,65,15,0,11,2023,14.0,65.0,185,0,0,0,100,5.0
2023-11-27 15:26:00,1701098760,13,64,15,0,11,2023,14.0,65.0,185,0,0,0,100,5.0
2023-11-27 15:31:00,1701099060,13,65,15,0,11,2023,13.0,64.0,185,0,0,0,100,5.0
2023-11-27 15:36:00,1701099360,13,67,15,0,11,2023,13.0,65.0,185,0,0,0,100,5.0
2023-11-27 15:41:00,1701099660,13,66,15,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 15:46:00,1701099960,13,66,15,0,11,2023,13.0,66.0,185,0,0,0,100,5.0
2023-11-27 15:51:00,1701100260,13,67,15,0,11,2023,13.0,66.0,185,0,0,0,100,5.0
2023-11-27 15:56:00,1701100560,13,68,15,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 16:01:00,1701100860,14,66,16,0,11,2023,13.0,68.0,185,0,0,0,100,5.0
2023-11-27 16:06:00,1701101160,14,67,16,0,11,2023,14.0,66.0,185,0,0,0,100,5.0
2023-11-27 16:11:00,1701101460,13,67,16,0,11,2023,14.0,67.0,185,0,0,0,100,5.0
2023-11-27 16:16:00,1701101760,14,66,16,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 16:21:00,1701102060,14,67,16,0,11,2023,14.0,66.0,185,0,0,0,100,5.0
2023-11-27 16:26:00,1701102360,14,68,16,0,11,2023,14.0,67.0,185,0,0,0,100,5.0
2023-11-27 16:31:00,1701102660,14,66,16,0,11,2023,14.0,68.0,185,0,0,0,100,5.0
2023-11-27 16:36:00,1701102960,14,65,16,0,11,2023,14.0,66.0,185,0,0,0,100,5.0
2023-11-27 16:41:00,1701103260,14,66,16,0,11,2023,14.0,65.0,185,0,0,0,100,5.0
2023-11-27 16:46:00,1701103560,13,67,16,0,11,2023,14.0,66.0,185,0,0,0,100,5.0
2023-11-27 16:51:00,1701103860,13,67,16,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 16:56:00,1701104160,13,67,16,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 17:01:00,1701104460,13,67,17,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 17:06:00,1701104760,13,67,17,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 17:11:00,1701105060,13,66,17,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 17:16:00,1701105360,13,67,17,0,11,2023,13.0,66.0,185,0,0,0,100,5.0
2023-11-27 17:21:00,1701105660,13,65,17,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 17:26:00,1701105960,13,65,17,0,11,2023,13.0,65.0,185,0,0,0,100,5.0
2023-11-27 17:31:00,1701106260,13,65,17,0,11,2023,13.0,65.0,185,0,0,0,100,5.0
2023-11-27 17:36:00,1701106560,13,66,17,0,11,2023,13.0,65.0,185,0,0,0,100,5.0
2023-11-27 17:41:00,1701106860,13,65,17,0,11,2023,13.0,66.0,185,0,0,0,100,5.0
2023-11-27 17:46:00,1701107160,13,68,17,0,11,2023,13.0,65.0,185,0,0,0,100,5.0
2023-11-27 17:51:00,1701107460,13,66,17,0,11,2023,13.0,68.0,185,0,0,0,100,5.0
2023-11-27 17:56:00,1701107760,13,65,17,0,11,2023,13.0,66.0,185,0,0,0,100,5.0
2023-11-27 18:01:00,1701108060,13,65,18,0,11,2023,13.0,65.0,185,0,0,0,100,5.0
2023-11-27 18:06:00,1701108360,13,67,18,0,11,2023,13.0,65.0,185,0,0,0,100,5.0
2023-11-27 18:11:00,1701108660,13,66,18,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 18:16:00,1701108960,13,67,18,0,11,2023,13.0,66.0,185,0,0,0,100,5.0
2023-11-27 18:21:00,1701109260,13,66,18,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 18:26:00,1701109560,13,67,18,0,11,2023,13.0,66.0,185,0,0,0,100,5.0
2023-11-27 18:31:00,1701109860,13,66,18,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 18:36:00,1701110160,13,65,18,0,11,2023,13.0,66.0,185,0,0,0,100,5.0
2023-11-27 18:41:00,1701110460,13,66,18,0,11,2023,13.0,65.0,185,0,0,0,100,5.0
2023-11-27 18:46:00,1701110760,13,68,18,0,11,2023,13.0,66.0,185,0,0,0,100,5.0
2023-11-27 18:51:00,1701111060,13,67,18,0,11,2023,13.0,68.0,185,0,0,0,100,5.0
2023-11-27 18:56:00,1701111360,13,67,18,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 19:01:00,1701111660,13,64,19,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 19:06:00,1701111960,13,67,19,0,11,2023,13.0,64.0,185,0,0,0,100,5.0
2023-11-27 19:11:00,1701112260,13,67,19,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 19:16:00,1701112560,13,67,19,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 19:21:00,1701112860,13,64,19,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 19:26:00,1701113160,13,65,19,0,11,2023,13.0,64.0,185,0,0,0,100,5.0
2023-11-27 19:31:00,1701113460,13,65,19,0,11,2023,13.0,65.0,185,0,0,0,100,5.0
2023-11-27 19:36:00,1701113760,13,68,19,0,11,2023,13.0,65.0,185,0,0,0,100,5.0
2023-11-27 19:41:00,1701114060,13,66,19,0,11,2023,13.0,68.0,185,0,0,0,100,5.0
2023-11-27 19:46:00,1701114360,13,65,19,0,11,2023,13.0,66.0,185,0,0,0,100,5.0
2023-11-27 19:51:00,1701114660,13,67,19,0,11,2023,13.0,65.0,185,0,0,0,100,5.0
2023-11-27 19:56:00,1701114960,13,68,19,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 20:01:00,1701115260,13,65,20,0,11,2023,13.0,68.0,185,0,0,0,100,5.0
2023-11-27 20:06:00,1701115560,13,67,20,0,11,2023,13.0,65.0,185,0,0,0,100,5.0
2023-11-27 20:11:00,1701115860,13,67,20,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 20:16:00,1701116160,13,68,20,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 20:21:00,1701116460,13,67,20,0,11,2023,13.0,68.0,185,0,0,0,100,5.0
2023-11-27 20:26:00,1701116760,13,68,20,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 20:31:00,1701117060,13,66,20,0,11,2023,13.0,68.0,185,0,0,0,100,5.0
2023-11-27 20:36:00,1701117360,13,66,20,0,11,2023,13.0,66.0,185,0,0,0,100,5.0
2023-11-27 20:41:00,1701117660,13,65,20,0,11,2023,13.0,66.0,185,0,0,0,100,5.0
2023-11-27 20:46:00,1701117960,13,64,20,0,11,2023,13.0,65.0,185,0,0,0,100,5.0
2023-11-27 20:51:00,1701118260,13,66,20,0,11,2023,13.0,64.0,185,0,0,0,100,5.0
2023-11-27 20:56:00,1701118560,13,66,20,0,11,2023,13.0,66.0,185,0,0,0,100,5.0
2023-11-27 21:01:00,1701118860,13,66,21,0,11,2023,13.0,66.0,185,0,0,0,100,5.0
2023-11-27 21:06:00,1701119160,13,68,21,0,11,2023,13.0,66.0,185,0,0,0,100,5.0
2023-11-27 21:11:00,1701119460,13,67,21,0,11,2023,13.0,68.0,185,0,0,0,100,5.0
2023-11-27 21:16:00,1701119760,13,66,21,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 21:21:00,1701120060,13,67,21,0,11,2023,13.0,66.0,185,0,0,0,100,5.0
2023-11-27 21:26:00,1701120360,13,64,21,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 21:31:00,1701120660,13,64,21,0,11,2023,13.0,64.0,185,0,0,0,100,5.0
2023-11-27 21:36:00,1701120960,12,67,21,0,11,2023,13.0,64.0,185,0,0,0,100,5.0
2023-11-27 21:41:00,1701121260,12,67,21,0,11,2023,12.0,67.0,185,0,0,0,100,5.0
2023-11-27 21:46:00,1701121560,12,65,21,0,11,2023,12.0,67.0,185,0,0,0,100,5.0
2023-11-27 21:51:00,1701121860,12,66,21,0,11,2023,12.0,65.0,185,0,0,0,100,5.0
2023-11-27 21:56:00,1701122160,12,65,21,0,11,2023,12.0,66.0,185,0,0,0,100,5.0
2023-11-27 22:01:00,1701122460,12,65,22,0,11,2023,12.0,65.0,185,0,0,0,100,5.0
2023-11-27 22:06:00,1701122760,12,67,22,0,11,2023,12.0,65.0,185,0,0,0,100,5.0
2023-11-27 22:11:00,1701123060,12,66,22,0,11,2023,12.0,67.0,185,0,0,0,100,5.0
2023-11-27 22:16:00,1701123360,12,66,22,0,11,2023,12.0,66.0,185,0,0,0,100,5.0
2023-11-27 22:21:00,1701123660,12,67,22,0,11,2023,12.0,66.0,185,0,0,0,100,5.0
2023-11-27 22:26:00,1701123960,12,65,22,0,11,2023,12.0,67.0,185,0,0,0,100,5.0
2023-11-27 22:31:00,1701124260,12,67,22,0,11,2023,12.0,65.0,185,0,0,0,100,5.0
2023-11-27 22:36:00,1701124560,12,67,22,0,11,2023,12.0,67.0,185,0,0,0,100,5.0
2023-11-27 22:41:00,1701124860,12,64,22,0,11,2023,12.0,67.0,185,0,0,0,100,5.0
2023-11-27 22:46:00,1701125160,13,65,22,0,11,2023,12.0,64.0,185,0,0,0,100,5.0
2023-11-27 22:51:00,1701125460,13,66,22,0,11,2023,13.0,65.0,185,0,0,0,100,5.0
2023-11-27 22:56:00,1701125760,13,67,22,0,11,2023,13.0,66.0,185,0,0,0,100,5.0
2023-11-27 23:01:00,1701126060,14,66,23,0,11,2023,13.0,67.0,185,0,0,0,100,5.0
2023-11-27 23:06:00,1701126360,15,65,23,0,11,2023,14.0,66.0,185,0,0,0,100,5.0
2023-11-27 23:11:00,1701126660,15,65,23,0,11,2023,15.0,65.0,185,0,0,0,100,5.0
2023-11-27 23:16:00,1701126960,17,70,23,0,11,2023,15.0,65.0,185,0,0,0,100,5.0
2023-11-27 23:21:00,1701127260,15,58,23,0,11,2023,17.0,70.0,185,0,0,0,100,5.0
2023-11-27 23:26:00,1701127560,16,59,23,0,11,2023,15.0,58.0,185,0,0,0,100,5.0
2023-11-27 23:31:00,1701127860,16,60,23,0,11,2023,16.0,59.0,185,0,0,0,100,5.0
2023-11-27 23:36:00,1701128160,18,58,23,0,11,2023,16.0,60.0,185,0,0,0,100,5.0
2023-11-27 23:41:00,1701128460,21,58,23,0,11,2023,18.0,58.0,185,0,0,0,100,5.0
2023-11-27 23:46:00,1701128760,22,59,23,0,11,2023,21.0,58.0,185,0,0,0,100,5.0
2023-11-27 23:51:00,1701129060,22,58,23,0,11,2023,22.0,59.0,185,0,0,0,100,5.0
2023-11-27 23:56:00,1701129360,22,59,23,0,11,2023,22.0,58.0,185,0,0,0,100,5.0
2023-11-28 00:01:00,1701129660,22,60,0,1,11,2023,22.0,59.0,185,0,0,0,100,5.0
2023-11-28 00:06:00,1701129960,20,60,0,1,11,2023,22.0,60.0,185,0,0,0,100,5.0
2023-11-28 00:11:00,1701130260,23,61,0,1,11,2023,20.0,60.0,185,1,0,0,100,5.0
2023-11-28 00:16:00,1701130560,22,60,0,1,11,2023,23.0,61.0,185,0,0,0,100,5.0
2023-11-28 00:21:00,1701130860,26,60,0,1,11,2023,22.0,60.0,185,1,0,0,100,5.0
2023-11-28 00:26:00,1701131160,28,61,0,1,11,2023,26.0,60.0,185,1,0,0,100,5.0
2023-11-28 00:31:00,1701131460,26,61,0,1,11,2023,28.0,61.0,185,1,0,0,100,5.0
2023-11-28 00:36:00,1701131760,27,61,0,1,11,2023,26.0,61.0,185,1,0,0,100,5.0
2023-11-28 00:46:00,1701132360,29,61,0,1,11,2023,27.0,61.0,185,1,0,0,100,10.0
2023-11-28 00:51:00,1701132660,28,62,0,1,11,2023,29.0,61.0,185,1,0,0,100,5.0
2023-11-28 00:56:00,1701132960,28,62,0,1,11,2023,28.0,62.0,185,1,0,0,100,5.0
2023-11-28 01:01:00,1701133260,28,62,1,1,11,2023,28.0,62.0,185,1,0,0,100,5.0
2023-11-28 01:06:00,1701133560,28,63,1,1,11,2023,28.0,62.0,185,1,0,0,100,5.0
2023-11-28 01:11:00,1701133860,28,63,1,1,11,2023,28.0,63.0,185,1,0,0,100,5.0
2023-11-28 01:16:00,1701134160,28,64,1,1,11,2023,28.0,63.0,185,1,0,0,100,5.0
2023-11-28 01:21:00,1701134460,29,63,1,1,11,2023,28.0,64.0,185,1,0,0,100,5.0
2023-11-28 01:26:00,1701134760,29,63,1,1,11,2023,29.0,63.0,185,1,0,0,100,5.0
2023-11-28 01:31:00,1701135060,29,62,1,1,11,2023,29.0,63.0,185,1,0,0,100,5.0
2023-11-28 01:36:00,1701135360,29,63,1,1,11,2023,29.0,62.0,185,1,0,0,100,5.0
2023-11-28 01:41:00,1701135660,29,64,1,1,11,2023,29.0,63.0,185,1,0,0,100,5.0
2023-11-28 01:46:00,1701135960,29,63,1,1,11,2023,29.0,64.0,185,1,0,0,100,5.0
2023-11-28 01:51:00,1701136260,29,64,1,1,11,2023,29.0,63.0,185,1,0,0,100,5.0
2023-11-28 01:56:00,1701136560,29,63,1,1,11,2023,29.0,64.0,185,1,0,0,100,5.0
2023-11-28 02:01:00,1701136860,29,63,2,1,11,2023,29.0,63.0,185,1,0,0,100,5.0
2023-11-28 02:06:00,1701137160,29,63,2,1,11,2023,29.0,63.0,185,1,0,0,100,5.0
2023-11-28 02:11:00,1701137460,28,64,2,1,11,2023,29.0,63.0,185,1,0,0,100,5.0
2023-11-28 02:16:00,1701137760,28,64,2,1,11,2023,28.0,64.0,185,1,0,0,100,5.0
2023-11-28 02:21:00,1701138060,28,63,2,1,11,2023,28.0,64.0,185,1,0,0,100,5.0
2023-11-28 02:26:00,1701138360,28,63,2,1,11,2023,28.0,63.0,185,1,0,0,100,5.0
2023-11-28 02:31:00,1701138660,28,63,2,1,11,2023,28.0,63.0,185,1,0,0,100,5.0
2023-11-28 02:36:00,1701138960,28,63,2,1,11,2023,28.0,63.0,185,1,0,0,100,5.0
2023-11-28 02:41:00,1701139260,27,63,2,1,11,2023,28.0,63.0,185,1,0,0,100,5.0
2023-11-28 02:46:00,1701139560,27,63,2,1,11,2023,27.0,63.0,185,1,0,0,100,5.0
2023-11-28 02:51:00,1701139860,27,63,2,1,11,2023,27.0,63.0,185,1,0,0,100,5.0
2023-11-28 02:56:00,1701140160,27,63,2,1,11,2023,27.0,63.0,185,1,0,0,100,5.0
2023-11-28 03:01:00,1701140460,28,63,3,1,11,2023,27.0,63.0,185,1,0,0,100,5.0
2023-11-28 03:06:00,1701140760,28,63,3,1,11,2023,28.0,63.0,185,1,0,0,100,5.0
2023-11-28 03:11:00,1701141060,28,64,3,1,11,2023,28.0,63.0,185,1,0,0,100,5.0
2023-11-28 03:16:00,1701141360,29,63,3,1,11,2023,28.0,64.0,185,1,0,0,100,5.0
2023-11-28 03:21:00,1701141660,29,63,3,1,11,2023,29.0,63.0,185,1,0,0,100,5.0
2023-11-28 03:26:00,1701141960,29,63,3,1,11,2023,29.0,63.0,185,1,0,0,100,5.0
2023-11-28 03:31:00,1701142260,30,63,3,1,11,2023,29.0,63.0,185,1,0,0,100,5.0
2023-11-28 03:36:00,1701142560,30,63,3,1,11,2023,30.0,63.0,185,1,0,0,100,5.0
2023-11-28 03:41:00,1701142860,31,63,3,1,11,2023,30.0,63.0,185,1,0,0,100,5.0
2023-11-28 03:46:00,1701143160,31,63,3,1,11,2023,31.0,63.0,185,1,0,0,100,5.0
2023-11-28 03:51:00,1701143460,31,63,3,1,11,2023,31.0,63.0,185,1,0,0,100,5.0
2023-11-28 03:56:00,1701143760,31,64,3,1,11,2023,31.0,63.0,185,1,0,0,100,5.0
2023-11-28 04:01:00,1701144060,31,63,4,1,11,2023,31.0,64.0,185,1,0,0,100,5.0
2023-11-28 04:06:00,1701144360,32,62,4,1,11,2023,31.0,63.0,185,1,0,0,100,5.0
2023-11-28 04:11:00,1701144660,32,62,4,1,11,2023,32.0,62.0,185,1,0,0,100,5.0
2023-11-28 04:16:00,1701144960,32,63,4,1,11,2023,32.0,62.0,185,1,0,0,100,5.0
2023-11-28 04:21:00,1701145260,32,62,4,1,11,2023,32.0,63.0,185,1,0,0,100,5.0
2023-11-28 04:26:00,1701145560,32,62,4,1,11,2023,32.0,62.0,185,1,0,0,100,5.0
2023-11-28 04:31:00,1701145860,33,62,4,1,11,2023,32.0,62.0,185,1,0,0,100,5.0
